Agent,Plan,LocalCost,ComplexCost
0,9,9.0000,7.6167
1,5,5.0000,7.6167
2,2,2.0000,7.6167
3,4,4.0000,7.6167
4,8,8.0000,7.6167
5,7,7.0000,7.6167
6,6,6.0000,7.6167
7,9,9.0000,7.6167
8,0,0.0000,7.6167
9,1,1.0000,7.6167
10,4,4.0000,7.6167
11,8,8.0000,7.6167
12,8,8.0000,7.6167
13,1,1.0000,7.6167
14,1,1.0000,7.6167
15,3,3.0000,7.6167
16,7,7.0000,7.6167
17,2,2.0000,7.6167
18,0,0.0000,7.6167
19,5,5.0000,7.6167
20,8,8.0000,7.6167
21,7,7.0000,7.6167
22,4,4.0000,7.6167
23,5,5.0000,7.6167
24,4,4.0000,7.6167
25,4,4.0000,7.6167
26,1,1.0000,7.6167
27,6,6.0000,7.6167
28,2,2.0000,7.6167
29,8,8.0000,7.6167
30,3,3.0000,7.6167
31,5,5.0000,7.6167
32,3,3.0000,7.5939
33,8,8.0000,7.6167
34,0,0.0000,7.6167
35,6,6.0000,7.6167
36,8,8.0000,7.6167
37,7,7.0000,7.6167
38,0,0.0000,7.6167
39,6,6.0000,7.6167
40,3,3.0000,7.6167
41,6,6.0000,7.6167
42,0,0.0000,7.6167
43,2,2.0000,7.6167
44,4,4.0000,7.6167
45,6,6.0000,7.6167
46,3,3.0000,7.6167
47,4,4.0000,7.6167
48,0,0.0000,7.4138
49,1,1.0000,7.6167
50,2,2.0000,7.6167
51,1,1.0000,7.6167
52,1,1.0000,7.6167
53,5,5.0000,7.6167
54,9,9.0000,7.5300
55,9,9.0000,7.6167
56,6,6.0000,7.4138
57,1,1.0000,7.6167
58,8,8.0000,7.6167
59,5,5.0000,7.5300
60,6,6.0000,7.4138
61,0,0.0000,7.5300
62,5,5.0000,7.4138
